throttle,velocity,acceleration
0.60,16.116828,1.255486
0.60,16.179154,1.251896
0.60,16.241300,1.248320
0.60,16.303269,1.244738
0.60,16.365061,1.241162
0.60,16.426675,1.237605
0.60,16.488110,1.234048
0.60,16.549371,1.230509
0.60,16.610455,1.226971
0.60,16.671363,1.223443
0.60,16.732096,1.219933
0.60,16.792656,1.216424
0.60,16.855331,1.224381
0.60,16.920100,1.243685
0.60,16.997731,1.328174
0.60,17.049347,1.283458
0.70,0.027827,0.000000
0.70,0.021348,0.000000
0.70,0.018060,0.000000
0.70,0.041728,0.000000
0.70,0.034026,0.030997
0.70,0.047381,0.130167
0.70,0.147677,0.648084
0.70,0.350515,1.543937
0.70,0.532535,2.492544
0.70,0.562551,2.575847
0.70,0.735147,2.937350
0.70,0.840957,2.452212
0.70,0.975814,2.216396
0.70,1.030908,2.341787
0.70,1.150370,2.076115
0.70,1.329952,2.444974
0.70,1.407188,2.156868
0.70,1.513193,2.411423
0.70,1.598576,2.241030
0.70,1.700397,1.852226
0.70,1.817861,2.053364
0.70,1.948158,2.174826
0.70,2.088978,2.452011
0.70,2.238831,2.692169
0.70,2.396540,2.893399
0.70,2.561417,3.066294
0.70,2.732911,3.219665
0.70,2.910820,3.359945
0.70,3.094242,3.488508
0.70,3.281747,3.601652
0.70,3.473063,3.700758
0.70,3.669333,3.792566
0.70,3.864047,3.849024
0.70,4.051654,3.849532
0.70,4.232536,3.797365
0.70,4.408270,3.694683
0.70,4.580986,3.584695
0.70,4.752110,3.502283
0.70,4.922235,3.448495
0.70,5.091714,3.417218
0.70,5.249103,3.340584
0.70,5.203717,2.258033
0.70,5.133132,1.054488
0.70,5.130287,0.192865
0.70,5.111973,-0.685646
0.70,5.155641,-0.240378
0.70,5.129367,-0.018828
0.70,5.148613,0.091631
0.70,5.673761,2.808939
0.70,5.955695,4.000272
0.70,6.181000,5.258168
0.70,6.416635,6.340110
0.70,6.617821,4.720299
0.70,6.832913,4.386089
0.70,7.015339,4.171692
0.70,7.218820,4.010924
0.70,7.391788,3.869835
0.70,7.588755,3.779210
0.70,7.756429,3.705450
0.70,7.949402,3.652913
0.70,8.113917,3.610648
0.70,8.304186,3.577152
0.70,8.466678,3.551245
0.70,8.654915,3.527563
0.70,8.816007,3.510446
0.70,9.002551,3.491826
0.70,9.162620,3.479709
0.70,9.347651,3.463682
0.70,9.353463,2.687282
0.70,9.361632,1.795403
0.70,9.632175,2.347777
0.70,10.005441,3.288952
0.70,10.277607,4.620721
0.70,10.504259,5.713137
0.70,10.666080,5.169524
0.70,10.823499,4.090288
0.70,10.951268,3.368305
0.70,11.094017,2.948790
0.70,11.214551,2.742359
0.70,11.351993,2.642469
0.70,11.469980,2.593559
0.70,11.604719,2.553508
0.70,11.721031,2.532398
0.70,11.852773,2.503902
0.70,11.968644,2.493321
0.70,12.100775,2.480283
0.70,12.222151,2.505602
0.70,12.349075,2.481510
0.70,12.463767,2.475612
0.70,12.590636,2.449303
0.70,12.702025,2.399370
0.70,12.823454,2.371893
0.70,12.928792,2.325128
0.70,13.052690,2.310269
0.70,13.170287,2.341309
0.70,13.292456,2.345013
0.70,13.404044,2.376259
0.70,13.524442,2.358759
0.70,13.641924,2.358185
0.70,13.759471,2.335073
0.70,13.876179,2.360674
0.70,13.992926,2.342424
0.70,14.109477,2.337762
0.70,14.225990,2.332595
0.70,14.342416,2.331188
0.70,14.458769,2.329215
0.70,14.575040,2.327818
0.70,14.691223,2.326165
0.70,14.807314,2.324490
0.70,14.923312,2.322711
0.70,15.039216,2.320876
0.70,15.155022,2.318997
0.70,15.270731,2.317082
0.70,15.386342,2.315152
0.70,15.501854,2.313193
0.70,15.617268,2.311229
0.70,15.732582,2.309255
0.70,15.847794,2.307261
0.70,15.962909,2.305273
0.70,16.077923,2.303275
0.70,16.103509,1.854635
0.70,16.104590,1.283981
0.70,16.204593,1.208419
0.70,16.404595,1.633359
0.70,16.566949,2.317202
0.70,16.705257,3.003334
0.70,16.827675,3.115412
0.70,16.939593,2.674989
0.70,17.044556,2.388034
0.70,17.144907,2.198249
0.70,17.242191,2.072582
0.70,17.337429,1.989182
0.70,17.431286,1.933648
0.70,17.524209,1.896511
0.70,17.616491,1.871496
0.70,17.708323,1.854473
0.70,17.799834,1.842742
0.70,17.891108,1.834493
0.70,17.982203,1.828561
0.70,18.073151,1.824136
0.70,18.163978,1.820721
0.70,18.254701,1.817965
0.70,18.345325,1.815610
0.70,18.435860,1.813550
0.70,18.526312,1.811671
0.70,18.616680,1.809897
0.70,18.706972,1.808238
0.70,18.797180,1.806597
0.70,18.887310,1.804986
0.70,18.977361,1.803403
0.70,19.067336,1.801820
0.70,19.157231,1.800256
0.70,19.247046,1.798682
0.70,19.336786,1.797128
0.70,19.426449,1.795564
0.70,19.516037,1.794028
0.70,19.605543,1.792483
0.70,19.694972,1.790929
0.70,19.784320,1.789355
0.70,19.873587,1.787753
0.70,19.962779,1.786180
0.70,20.051892,1.784597
0.70,20.141323,1.785017
0.70,20.227089,1.767508
0.70,20.320882,1.790516
0.70,20.408212,1.781603
0.70,20.485744,1.722105
0.70,20.559934,1.664225
0.70,20.636931,1.580244
0.70,20.724823,1.583052
0.70,20.815267,1.647616
0.70,20.907053,1.735594
0.70,20.998195,1.806323
0.70,21.088349,1.817632
0.70,21.178724,1.817280
0.70,21.268677,1.808119
0.70,21.254663,1.282340
0.70,21.224711,0.681812
0.70,21.193464,0.073701
0.70,21.358328,0.448256
0.70,21.487609,1.164728
0.70,21.596761,1.860250
0.70,21.690986,2.487614
0.70,21.773772,2.077219
0.70,21.848937,1.806641
0.70,21.919084,1.611613
0.70,21.985952,1.474829
0.70,22.050689,1.384587
0.70,22.114031,1.325471
0.70,22.176449,1.286828
0.70,22.238251,1.261495
0.70,22.299637,1.244740
0.70,22.360733,1.233508
0.70,22.421620,1.225854
0.70,22.482350,1.220495
0.70,22.542962,1.216627
0.70,22.603472,1.213696
0.70,22.663902,1.211408
0.70,22.724259,1.209546
0.70,22.784548,1.207929
